data,emoji,label
看到看到要过节了，太阳也出来了，晴天一个劈叉啊,[泪],0
从来没有对一个城市这么厌恶，就是上海，没有之一,[怒],0
劝俄罗斯🇷🇺别在耗下去这是老美的阴谋,[doge],0
说的很对，做完还不走，万一后面跟了个傻子怎么办//@唧唧起立术:不要表演节目耽误大家时间哈😅,[doge],0
生前已无私，走时又换一种方式默默守护…致敬英雄！,[中国赞],1
说得对，停用知网主要还是因为使用度不高，像国外的WOS一类的数据库再贵也停不了，大部分网友啥都不知道跟风喷,[允悲],0
乌想钱💰想疯了当欧盟的s吗,[笑cry],0
不发红包说不过去哦，我是说你们老板当然，万一老板请吃海鲜自助也行,"[鼓掌],[哈哈]",1
一天天就想着玩，年轻人要奋斗才有幸福生活！你忘了中华民族伟大复兴的中国梦、第二个百年目标、十四五规划和2035远景目标了吗？,[怒],0
可以用死来抵制俄罗斯 因为俄罗斯人都在活着 你们不屑于跟俄罗斯人活在同一个地球上！,[doge],0
都离崩溃不远了,[泪],0
日吗我现在就遭这个瘟桑搞得鬼火冒,[怒],0
这视频很有纪念意义，孩子18岁生日放给他看,[衰],1
#周深共青团百年宣传片主题曲有我# 有你，有我，有我们 #建团百年原创歌曲有我# 以热血铸就青春，用梦想对答世界！有梦则刚，初心不忘！明天有你，有我！ 有我们！！！#建团百年#,[抱一抱],1
有些人对世界认知和自我认知存在缺陷,[跪了],0
为什么不给我们的植物标注性别 歧视女性植物？,[费解],0
有几条我真的很想回复但是它不准饱饱们私信我好吗,[悲伤],0
超市承接网上或电话订菜，送货到小区门口。陕西那会儿临时管控就是这样的,[鼓掌],1
抛开事实就是没这事儿了，啥都不用谈,[doge],0
想知道每百海里油耗多少？,[可爱],1
加油，不然我一直在村里都不敢去了,[泪],0
研招网和JYB怕是有毒，对我们调剂人太不友好了,[怒],0
太好了，真的太不容易了……,[悲伤],0
美国明的搞俄罗斯，暗的坑欧盟，长远目标是对付中国。美国的逻辑是：要搞中国但没钱怎么办？搞钱！谁有钱？欧盟！怎么让他们交钱？制造冲突。谁能制造冲突？俄罗斯！怎么让俄罗斯冲突？挑衅他底线！他底线是什么？北约东扩！北约谁说了算？美国！——阿美利卡计划通,[doge],0
万一以后变异出毒性强，传染强的版本....那病毒药的价格只有有钱人能买得起，只有有钱人才活得下去吧....西方的人类清洗计划,[吃瓜],0
希望赶紧好起来吧世界,[心],1
记得要做核酸，境外来的航天员先隔离个14+14，万一把新冠带上空间站，怎么办,[允悲],0
先学会说话再来给你姥姥评论,[good],0
处罚呢，罚款完事了,[挖鼻],0
这时候想到捞钱了？！,"[偷笑],[允悲]",1
他能把屎兜住就不错了！,[笑cry],0
上海政府这下倒是不辟谣了 就找一个外部人员顶罪 连临时工都不是 当人民群众是傻子,[赞],0
生前，他穿上警服，扛起使命与责任，身后，他以特殊的方式继续守护生命致敬！,[心],1
在成都拍视频特别容易出片，人文气息非常浓烈；为啥我拍视频的能力是在离开大学之后，离开成都之后咧,[允悲],0
刚入职不到一年也就赔一个月工资人家会重视？,[摊手],0
很多狗主人都没素质，咬人不承认，甚至颠倒黑白，反咬一口，辱骂受害人！,[怒],0
刚解封我他妈真的会谢,[微笑],0
快来人啊，造反啦,[doge],0
#如何看待灵璧渔沟中学事件#希望关注下这个案件，军人不应该被这样对待，如果有什么进展，请告知,[泪],0
嘻嘻过两天就回家看蓝眼泪,[抱一抱],1
哭了，行程码已被上星,[泪],0
台湾的菜菜说：可以用爱取暖，用抖驱寒。,[哈哈],1
我就想知道大学生五一节能回家吗,[泪],0
去华西二院的时候厕所门里到处都是想带个喷漆给它全喷了,"[笑cry],[允悲]",0
我怎么看关你屁事你拿钱又不分我,[吃瓜],0
北京：上海看好了哈，看我怎么防控,[喵喵],1
好小心眼啊，别人带着大家运动而已啊,[汗],0
:四川昨日无新增本土确诊病例！新增本土无症状感染者3例，均在绵阳市。坚持住啊啊！成都加油！四川加油！#成都疫情##四川疫情# 成都,[抱抱],1
动不动就高潮云云的，脑子里装的都是些什么哦，藏都藏不住,[允悲],0
皮椅的坐了几次真的做的晕山猪吃不来细糠了,"[允悲],[摊手]",0
我不需要他们喜欢，请麻溜去美国,[拜拜],0
今人发指！公民的信息安全不能外泄啊！,[怒],0
:【一闪一闪亮晶晶！#西双版纳流萤飞舞如萤光星海#】近日，中国科学院西双版纳热带植物园内，每当夜幕降临，萤火虫就在园内尽情“嬉戏”。夜幕下，万千流萤飞舞，星星点点，一只只轻盈地穿梭林间、宛若天上繁星，汇聚成一片“萤光星海”，如梦似幻。荔枝风景线的微博视频,[心],1
好日子还在后头呢,[哈哈],1
trump会放出来，我们的账号应该不会，马斯克可不是表面那么亲华前有扎克伯格，后有……,[吃瓜],0
劳动法也算法律？小的996多了孤陋寡闻,[doge],0
真美好！ 可惜不能下载。,[赞],1
上一个被夸防疫做得好的是上海你看看现在什么样，这你也要学吗？,[太开心],0
北约秘书长是吧 来，说说我们驻南联盟大使馆的债怎么还? 这对我们所有人来说才是严重的挑战~,[喵喵],0
我生如刀锋自当斩荆棘,[good],1
家长装逼炫耀的工具,[黑线],0
你好，人民日报。我父亲是一个70多岁的退伍老兵，因当年上战场受伤，一直是残疾，前一段时间被我们当地的城管给把腿打骨折，现在还一直没人管，这个事我想请问下，你们能帮帮我吗，谢谢了,[泪],0
100吨鸡🐔来的赢下吗？要加班加点了,"[泪],[允悲]",0
那你节哀,[泪],1
:#成都# 早呀！困死噜。 成都,[悲伤],0
我们幼儿园小班的孩子都会唱孤勇者，今天就有孩子唱,[允悲],1
后天又又又大降温 又要把厚外套找出来,[跪了],0
确实是没本事，这些欧美国家敢封闭早就乱套了，还是我们国家好人民高度服从安排，放眼世界都是人类奇迹,[doge],1
【祝贺！#韦慧晓成为中国海军首位女舰长#】中国海军首位女舰长，为巾帼英雄，女中豪杰韦慧晓点赞 这才是我们要追逐和崇拜的“明星”,"[拳头],[中国赞]",1
:【#一场在风雪边关的求婚#：#在海拔5000米说爱你#】近日，新疆军区某合成团的阳光板房里，一场求婚仪式正在举行。男方是来自该团装步连班长陈策俊，女方是坦克连班长石秀丽。这场由于执行任务被推迟两次的求婚，在战友们的精心策划下，浪漫而惊喜地在雪域高原进行。祝福他们！ ,[心],1
韭菜好闻又好吃！！！尤其是关了灯后吃，味道独特,[笑而不语],1
所以就是不承认这届政府的问题了呗,[doge],0
也是哈，我这回近距离感受了防疫之后，也体会到同是成都人，但各社区的管理水平差别还是挺大的，我刚被应急黄码的时候，我同事都做完上门免费核酸了，我才在第二天凌晨被要求自己打车去医院做自费核酸，后面都绿码了，居家隔离倒严格得开个门就马上被问的地步,[允悲],0
记得2019年去看的时候，真心觉得壮观，气势磅礴。看完从景区走出来，一身的泥点点,[允悲],1
都给你懂完了 还是没长着屌的男人懂女权,[可爱],0
我就纳闷了，BBC都忍不住了，那群四腿生物咋还跳，bbc都把自己暴露了,[汗],0
如此的高清,[鼓掌],1
:【#借得一分月光共看锦绣山河# 】“他们从风雨中走来，倒在泥泞中，后来的人踏着他们走过的路，奔赴黎明……”#人民英雄永垂不朽#,[心],1
推有推法，夹有夹规,[笑而不语],1
哇塞 哇塞 乌拉 乌拉 继续坚持 感恩 谢谢一起努力啊,"[抱抱],[笑cry],[心],[打call]",1
嘴里喊着民主，手上挥舞着霸权，老双标了,[微笑],0
评论区里这么🐮，私信不敢开,[疑问],0
英国，英国做多,[哈哈],1
一世英名毁于一蛋,"[赞],[doge]",0
:【状态良好！#天舟四号整装待发#】神十三飞行乘组成功返回后，下一步天舟四号货运飞船将发射升空。今年中国将完成空间站在轨建造。执行天舟四号货运飞船发射任务的长征七号遥五运载火箭已完成出厂前所有研制工作，4月11日安全运抵文昌航天发射场。之后，长征七号遥五运载火箭将与天舟四号货运飞船一起，按计划开展发射场区总装和测试工作。目前发射场设施设备状态良好，参试各系统正在有序开展各项任务准备。,[加油],1
:【惊险！#民警缉毒现场拦截猛踩油门逃窜毒贩#】云南普洱地处西南边陲，“一市连三国、一江通五邻”，缉毒形势艰巨。截至4月10日，云南普洱边境管理支队今年共查获毒品案件48起，缴毒超过1吨。缉毒现场，他们曾遇毒贩猛踩油门企图逃跑，还曾驾车逼停涉毒车辆↓↓↓#致敬站在生死边缘的缉毒英雄#,[心],1
厨余垃圾桶给他们拿点食材做一顿传统美食，让他们和和气气坐下来吃一顿,[doge],0
一个眼镜戴了好几年了，当时在老家配的，记得很便宜,[嘻嘻],1
你猜为什么这么多人骂你,[汗],0
这是在回应漂亮国的那位想去TW“旅游”结果检测出来是阳性的老巫婆吗？嗯，以后多来点这样的简单粗暴方式我喜欢。,[允悲],1
可怜这些小朋友 是攻击目标只有小孩子吗，还是也有大人中招但是被归为普通肝炎了？,[失望],0
如果真的不幸确诊了我希望是闭环的,[泪],0
未成年打人保护法,[doge],0
饿死跳楼死延误至死止那十几个？沙鹰,[doge],0
:#成都# 早呀！昨晚一直在刮风…没睡好。 成都,[失望],0
🇺🇸毫无人性，畜牲不如,[吐],0
说个是极端女权，这么急着对号入座 不愧是微博厕所，除了嫁人嫁错了，这辈子女人都是对的,[赞],0
#财经三观# 我可没被拉进哪个群里，今天的损失可也不小呀,"[泪],[笑cry],[允悲],[哈哈]",0
严重谴责美方这种违反国际的行为，奉劝美方不要搬起石头砸自己的脚,"[挖鼻],[嘻嘻]",0
长大我要当太空人，爷爷奶奶可高兴了给我爱吃的喜之郎和最爱的大嘴巴子,[允悲],0
多提高这些岗位的工资吧戏子一部戏赶上别人一辈子,[汗],0
鹅蛋可难吃了,[允悲],0
害人害己，学校不想法保障学生生活。变着法子用学生圈流量娱乐包装自己，兼直够比公司还急着转自媒体,"[黑线],[doge]",0
不吓唬，如果病毒越来越强大，你可以身试毒吗,[偷笑],1
去年1月份买过一箱，在快递站开箱就看到几包被老鼠啃烂了（整个外箱是没问题的），说明是已经被啃烂了直接装箱，问题一直都在，是你们不重视。,[费解],0
如果说那一整天的行程 忘了咋办,[允悲],0
周总理奠基的外交工作70年的努力几代人的付出，毁于一张嘴！,[弱],0
美国不亡，世界难安,[喵喵],0
“老特”你讲得太好了，咱们起义吧，发动武装暴动，推翻拜登，你还做总统。干吧！！,[拳头],1
拿出有影响力的案件说话更有说服力用事实说话吧,"[加油],[抓狂]",1
你好，二狗子。,[吐],0
联合军演，设置台湾空域周围为禁飞区，私自闯入被误射概不负责,[偷笑],0
下了台，就变了好同志,[doge],1
你以为我看不懂你的言下之意吗?!呵呵,[弱],0
致敬英雄！英魂依旧守护着边境线。,[悲伤],1
陈祥榕烈士！我们永远不会忘记您 致敬！！清澈的爱 只为中国！,[泪],1
哈哈哈哈绝了,[赞],1
管控区内新增，是好消息,[心],1
太可怕了 。。未来很可能人类面临这样的大自然惩罚,[喵喵],0
白菜价格上百了，小孩奶粉断货了，我们确实打的一手好牌,[疑问],0
只留了成都和上海的入境口 你去看上海的 更吓人,[doge],0
谢谢，能试的方法都试了,[泪],0
今天也动了，流了不少汗，期待体重降下来,[允悲],1
致敬英雄家人节哀🙏🙏,[心],1
敢不带东西就把生化等抖出来看谁怕谁,"[打call],[doge]",1
这玩意儿，后半辈子就在牢里过吧，会有正义之士照顾它的,[doge],0
致敬每一位中国航天人,[航天员],1
不晓得啥原因，没打疫苗前，感冒都很少，打了两针后，短时间内住院两次，有个护士都认出我来了，所以第三针拜拜。,[汗],0
二极管果然都是一个德行，怂的一比，说不过就跑。说了半天正义的您能指出我的哪句话是故意造谣传谣制造恐慌了吗？说不出来你就是造谣哦。,[doge],0
日哦，我昨天还说城北稳住，今天北城天街和金牛万达就有了,[允悲],0
这个是真的不理解了，难道是某半岛偷国向离你们输出了什么文化嘛,"[允悲],[doge]",0
今天全市核酸，又逢下雨天，都要注意安全！！积极配合大白,[加油],1
最有活力的大学生大概已经都在这儿了,[喵喵],1
:【#南京大屠杀幸存者照片墙再熄四盏灯#】今天，南京大屠杀幸存者照片墙前举行熄灯仪式。今年去世的四位南京大屠杀幸存者祝再强、濮业良、王素明、王恒的照片从鲜亮变灰暗。已故幸存者濮业良的儿子濮传政说：“作为幸存者后代，我们将接过接力棒，将南京大屠杀历史记忆一代一代传承下去。” ,[伤心],0
纳不纳粹无所谓 西方在乎的只是听不听话,[黑线],0
愿魂归故里，流落他乡的中国儿女能找到回家的路。,[悲伤],0
马上清明假期了 可千万稳住啊,[悲伤],0
周总理的外交不是让人下跪去舔别人,[微笑],0
本来理解就就没错是你们理解错了，可以再读读，还有，我们学校的女生看了你们这种人都摇头,[笑cry],0
致敬为国献身的人民英雄烈士，致敬英雄家属,[作揖],1
原来全世界都死了七八成,"[笑cry],[允悲]",0
脑子不好，天天跳什么啊？累不累男拳师,[汗],0
#杭师大一男子进女厕被撞见称走错了# 蹭蹭，麻烦大家多关注杭师大女厕偷拍事件，热搜上不去,[作揖],1
犯的错必须全由美国负责，高考也是，美国算什🐴东西，简直是臭鱼，美丽国赶紧从这个世界消失,[吐],0
没准选条狗上去确实比……好？,[doge],0
哈哈哈哈哈我老公好帅,[憧憬],1
家人你号一会别没了,[泪],0
他捅到你了吗,[泪],0
在学校会计划些，工作后就没啥计划了，它总是很快就离开我,[喵喵],0
从小就很喜欢这首歌，唱着就心情好,[太开心],1
自信的服装。但过于华丽真的很贵,[笑cry],0
//@刘青云-:普金够狠就该选字母a ，这样美国不改名就是挺俄,"[good],[怒],[允悲],[哈哈]",1
靠极端女权搞平权？想多了吧你，什么游戏角色太美就是取悦男性，侮辱女性，什么男的不能站着撒尿，你以为女拳使命是让女的过得更好更有特权？其实女权这玩意强塞进中国时的最终目的就是破坏国内团结，让一个国家失去未来活力竞争力而已。你还指望女权来改善你的生活，笑不活了,[允悲],0
可以啊，不封控也给你感染上，不会真的有人不知道新冠后遗症是智力下降情绪激动性功能缺失吧？,[doge],0
对了，网络讨论要就事论事，喷错了该道歉道歉。别被人指出错误，就阴测测的给人扣帽子。要留神自己被扣一个更大的帽子。因为扣帽子是个很低级，但也很简单的事，没人不会。而攻击全总、全国妇联的大帽子是你承受不起的。,[挖鼻],0
保护好自己的孩子，别被拐骗卖到这些国家做肝移植,[思考],1
拜一群鬼能给他们带来什么，拜我的话我还能赏他们两个大嘴巴子,[doge],0
怎么字长了看不懂，我发点字就心眼小，到底是谁心眼小明眼人都知道真是双标啊,[偷笑],0
义乌媒体没有娱乐精神！跟人家上海媒体差远了！大白被吹倒了的时候，魔都传媒笑的那叫一个灿烂！,[吃瓜],0
然后就被一些软蛋喷了，我好冤,[悲伤],0
别来了 感冒了好难受,[泪],0
呵，我们只是动口，人家英国直接动手了，乌克兰谴责了吗？难道看不起我们就是我们的错？没吃过葡萄就说葡萄酸？,[摊手],0
劝离也不对啊，带着毒撒一路,[感冒],0
以后抬头看见每架飞机，我都会祈祷它平安落地。,[泪],0
18-60岁的男人全被押着去前线了！,[泪],0
2300的药，老美自己都没用用多少，直接给中国了，这是什么精神啊,[喵喵],0
老实说收了多少钱？不合你听就是女拳?,[舔屏],0
说门票多少钱吧，让我死心。,[悲伤],0
什么二极管没说就是不抵制是吧,[泪],0
周二好呀，来互动呀~,[微风],1
你吹牛,[doge],0
支持铁友，加油,"[可爱],[思考]",1
失去平民 这不是要乌纳粹死吗？,[doge],0
致敬默默守护我们的人！你们辛苦了,[心],1
你还是担心担心你美国主子爷去吧！别拿你那点捐款出来给谁炫耀了，骂完人家给人家个糖，你真好意思啊！还二十年，我怕你看不见啊！说实话我生活这么多年做小买卖这么多年比你清楚！,"[打call],[允悲]",0
我们这边没有降分录取政策，只有加分，加五分或者十分，但是因为是少数民族聚居地，基本99%都有加分，就跟没加一样,[跪了],0
可以关注下小象莫莉吗,[泪],0
外省还乐观呢？就差给上海发护照了吧？,[疑问],0
最不愿意看见这些，心疼呀,[泪],0
致敬无名英雄们，一路走好,"[蜡烛],[心]",1
好欢螺那次就是被别人搞了,"[跪了],[允悲]",0
我是美国人，你能给我磕个头吗,[悲伤],0
啊 那女司机为什么要标注 男司机不标注呢,[泪],0
二个都找到了离真相越来越近了,"[打call],[good]",1
原来被家暴就不用当欧洲子宫了啊,[泪],0
美国放开了新增一万二，中国不放开新增将近一万，真不如放开,[允悲],0
这些网友的解释没有一点毛病,"[doge],[哈哈]",1
太好玩了，微博的风气就是被你们这种人带坏的,[微笑],0
我那可怜的在上海工作的闺蜜,[泪],0
还在说香港 香港疫情严重的时候棺材都不够用了,[衰],0
她这一生爱别人超过爱自己,[泪],0
我想说。我因为乘坐4.2号的CA4503航班被隔离十四天。为什么这例确诊到现在还没报告？ 这例病例是之前确诊的密切接触者，居然让他上了飞机，并且核酸阳性。 我现在被关在广州14天。谁负责？,[泪],0
看看看，她急了，她急了,[喵喵],0
:【#12位隐姓埋名的导弹功勋名字首度公开#】他们是中国导弹武器型号总指挥、总设计师，此前却长年隐姓埋名，一生奉献给祖国的国防科研事业。他们使中国地空导弹武器系统实现了从无到有的蜕变，为祖国打造了强大的空天防御盾牌。记住这十二位“两总”的姓名！↓↓↓中国航天科工的微博视频,[心],1
都有一道美丽的风景线,[doge],1
评论和疯了一样，共青团没有做错那为什么要把极端女拳的微博限流，精选评论？那天微博阅读量达到一亿了都够上几次热搜了但是一次都没有，很明显就是强行压下来的，热门微博也不显示了，不会真的有人以为他首页俩位数的转发热度比得过六十万吧,[太开心],0
比你有钱捏，真可怜,[爱你],0
谢谢超话官方 我会继续加油的 #比熊[超话]#超话冲冲冲,[打call],1
读万卷书，才能在行万里路的途中发现更多不一样的风景,[加油],1
伟大的祖国，伟大的人民,[抱抱],1
加强反恐军事合作，必要时直接出手,[加油],1
？这不是事实吗，当然就个人能力来说，小鬼子和希特勒差了一百个墨索里尼,[doge],0
对不能直接买，可以转手高价从美国人哪买，反正都是俄国的一样用,[偷笑],1
居然有人知道,[泪],0
海外，Ip属地：浙江。挺滑稽的，人润不出去先把个人资料润出去,[笑cry],1
今天流下的每一滴汗，最终都会替你铺就脚下的路。晚安,[心],1
支持妇女保障发修订！（插一句，某些男性朋友骂你们以为的女拳的时候往往重拳出击，会沦落极端男权，所以把握好度，不是所有女权言论都带有攻击性，大伙可以批评但请不要误杀真正努力支持女性权利的人）,"[泪],[作揖]",1
虽然我能力很炮灰但兔兔需要我的话，我愿意[送花花][送花花],[允悲],1
免费和自费的都打了，给孩子多一重保护，多一份安心,[心],1
昨晚刮风，熟睡，挨床就着,[笑而不语],1
有鲸无险啦[送花花],[哈哈],1
我也有自己的冰墩墩了，哈哈哈,[心],1
推特我都当小黄网看的,[微笑],0
北京政府刚说“物资供应充足”，而某些零售企业就开始作妖，又是延长营业时间，又是延长配送时间的，就差直接告诉市民“赶紧来超市屯物资吧”！其实按照正常消耗物资完全是够用的，能不能不要人为制造紧张,[怒],0
继续喝你的“三鹿”去吧,[笑cry],0
为有牺牲多壮志，敢叫日月换新天 正是他（她）们昨天的牺牲换来了我们今天的安宁,"[蜡烛],[泪]",1
犯我中华者，虽远必谴责,[doge],1
病人又开始了,[吃瓜],0
#友情提醒#疫情未结束，防疫莫松弛！做好个人防护仍十分必要！上海加油！中国加油！,"[加油],[good],[心]",1
图四的小姐姐好像拿把刀想拥有一把,[笑cry],1
历史不容纂改真的非常讨厌日本人…,[航天员],0
日本的妇女被美军强奸了都没关系,[偷笑],0
总算见识到香港的物种多样性了,[心],1
我一男的，差点被se情诈骗，太丢人了,[允悲],0
怎么还开始在微博上,[哼],0
#青年之声·青春师大# 来自不同职业的他们，因为防疫工作聚到了一起，无私奉献，便利人民！向疫情中所有的防疫志愿者们致敬！,[心],1
看我们反应这么强烈，她已经战术性新冠阳性取消行程了,[汗],0
这也不叫男拳，正常问问那些拿钱办事的去哪了最讨厌搞性别对立的,[笑cry],0
团团你不管管上海吗。管理如此混乱，就医困难，买菜困难。妥妥的人祸竟至今没有人为此入刑。,[泪],0
别人的车，别人的孩子，我无话可说除了浪费了公共资源,[吃瓜],0
进来瞧一瞧 你好搞笑，自己累了就停手吧，以为还是从前随便带节奏吗,"[挖鼻],[偷笑]",0
一堆男性被女拳冲的时候，男性为什么不能骂，骂轻点被嘲讽说急了，骂重了就开始女拳双标说男拳，极端男拳就是从这个时候开始发展的,"[允悲],[摊手]",0
公众号辩驳得那么义正严辞 不知道谁在叭叭,[可爱],0
机上应该没什么重要东西，就算是有，也没了,[哈哈],1
专家老说正确的话，真不愧是专家,[doge],1
拉倒吧市里解封快，我们这村里没啥事儿了还是院子都不能出已经快俩月了,[微笑],0
了解了 好像是不算本土新增的,[泪],0
藏團團，你好沉，撈撈你💯生日快樂,[鲜花],1
哈哈真相了！傻子太多了钱太好骗,[doge],0
江西91例，全在万年县（上饶市下的一个县城），我们只是个小县城小地方，经不起折腾,[感冒],0
纳粹俄罗斯有脸说别人纳粹？你几岁了？,[笑cry],0
比起疫情初期，现在看到这样的消息我都淡定多了，就算封了小区也不怕，就当给自己一个休息的理由嘛,[嘻嘻],1
类似事件不是一起两起了，还在这洗,[拜拜],0
我不富，不代表别人不富，我说出来是因为看得多了爱信不信,[摊手],0
上海加油呀and我的苏大强也支棱起来，最好能把我从上海捞出来,"[泪],[doge]",0
我争取不猝死，好么？,[doge],0
吃饱了事儿多的，谁想在团团这挑事儿，咱们团团还怕坏人不成？,[允悲],0
对不起，对不起，我瞎误杀友军了,[允悲],0
小泽这真的是，软饭硬吃,[允悲],1
来我们海岸线架几门炮？色厉内荏的一群怂货，呸！,[怒骂],0
四年后，我也要继承爸爸的警号，继续守护这座城市祝我高考加油，考上警校,[心],1
借你吉言主要是学校在新都不然孩子真的要疯了,[泪],0
早啊，凉。。嗖嗖的？,"[思考],[太阳]",0
封了，没公开说而已，神奇吧,[拜拜],0
短袖、秋衣秋裤、羽绒服、大衣走起,[允悲],0
怎么敢忘，怎么能忘，怎么会忘，教育了国人，敌人脑袋里装的阶级斗争一刻不停，是自己放弃了斗争，才会有此悲伤。,[泪],0
有问就问，七里香怎么没我想的香呢,[可怜],0
深夜放毒，影响睡眠质量,"[挖鼻],[doge]",0
看哭了，疫情下谁都不容易,[泪],0
哈哈哈哈哈哈这关身体素质屁事？中国人的性情是总喜欢调和折中。譬如你说：这屋子太暗，需要在这里开一个窗，大家一定不允许。但如果你说要拆掉屋顶，他们就愿意开窗了。国家已经把正常发声的女性打成女拳了 以后捂住所有说了话的女性的嘴 你还想不明白吗,[吃惊],0
致敬烈士！🍊🍊🍊🍊🍊🍊🍊,[蜡烛],1
【唯美！#天和视角下的神十三撤离#】中国载人航天未来可期！,[心],1
365天每天都用的核心用户了,[doge],1
一生奉献给了国家和事业,[心],1
呵呵，团都入不了搁着追星，追死你,[doge],0
谢谢了,[可爱],1
【#封存是铭记重启是传承#】向守护万家灯火的人民警察致敬！,[悲伤],1
和温桑一样 都是夸人的好词,[good],1
可以问呀，我说的是喷我是不理解那些乱喷的，无关男的喷还是女的喷，要不就冷嘲热讽，双标，我是反感这种。无关性别立场,[汗],0
给乌克兰提供武器的人权卫士们再哪,[摊手],0
清澈的爱 只为中国。,[悲伤],1
再多宣传新冠病毒的危害一点，再加一点力渲染病毒的恐慌一点……就能震慑住所有人了，清0就指日可待了,[喵喵],0
北约组织就是垃圾堆！,[怒骂],0
对，美军不会直接参战，就会卖武器，挑拨离间，组织雇佣军赴乌战场。,[弱],0
所以为什么要优待少民？,[吐],0
想多了，就是某地摆烂，司乘阳性,[衰],0
军民团结如一人 试看天下谁能敌！,[打call],1
确实，微博上骂男的就对了,[允悲],0
除了我们公司 你们都放假了吧,[悲伤],0
好紧张…我这算不算是参与了国际谈话了,[doge],1
您的故事我们永远记得,[泪],1
年年期期都榜上有名，真开森,[心],1
你qz真好，看见你好多次了，让我蹭蹭,[允悲],1
直接抓去做十年牢，看他还敢不敢,[太开心],0
真不知道TM想表达什么？,"[吐],[怒]",0
仔细看胳膊上的红袖章，假的很,[允悲],0
什么药啊这么有效，想给我宿舍的蟑螂试试,[汗],0
就是讲，谭乔真的容易抑郁,[失望],0
好像没有，我们白天家里都没人,[允悲],0
贷款阴阳怪气还有理了,[吃惊],0
话说为什么你要出这个公告，有这个资格吗,[汗],0
自封校40多天不能去澡堂洗澡。 用热水2，4，6层也有限制,[笑cry],0
昨天巴基斯坦一大学发生爆炸，中方遇难者中，1名为四川师范大学派驻卡拉奇大学孔子学院中方院长黄桂平，另外2名遇难者为公派教师丁沐舫、志愿者陈赛，伤者为公派教师王钰清。天呐…#四川师范大学就3名中方教师在巴遇难发声##巴基斯坦一所大学发生爆炸# 成都,[蜡烛],0
真的是，太坏了地球之癌,[汗],0
:【太美！#成都桥梁中的颜值天花板#】今日，一座堪称“颜值天花板”的美桥在成都亮相。这座花名“蕾丝桥”的桥梁位于绕城高速武侯大道之间，桥长682.549米，净宽6米，全宽9米，跨越文昌路、黄堰河后接地。#成都竟有蕾丝桥#目前，该桥还没有正式命名，工程名为文昌路跨线桥。桁架的有序排列，展现出蕾丝编织的肌理，使桥梁具有了优雅和浪漫的形态。#成都绝美蕾丝桥#,[心],1
哭了[苦涩]致敬最可爱的人,[心],1
求求了快解封孩子快递永远进不了学校！,[允悲],0
你是不是瞧不起女生,[泪],0
100周年啦 ！！榜样的力量！！ 致敬,[心],1
日子过得太苦的人，给他一块糖他都能幸福好久,[泪],0
想早点进去，就别戴口罩，别消毒就是，自作孽不可活。。。,[汗],0
反人类，全球公投，开除美国吧。,[怒],0
向人民公仆致敬，感谢大爱付出，虽然人已经走了，但却以另外一种方式活在人间。。。,[加油],1
可惜 找不到女拳源头 好多行走的五十万啊 又可以为国家做贡献 又可以赚钱 多好,[泪],0
多少人为了防疫过度劳累导致发病去世，辛苦认真工作的防疫工作者,[悲伤],0
急了对号入座来了,[挤眼],0
:【#支援长春共克时艰#】长春疫情，牵动着全国上下的心。一方有难，八方支援，各地支援正紧锣密鼓地展开。疫情之下，中国人民互帮互助，共同写下了团结的抗疫篇章。,[心],1
卓娅和舒拉是我儿时的偶像,[鲜花],1
今天也要给成都加油打气,[鲜花],1
好久不见我的墩子还有容儿,[抱一抱],1
致敬英雄您们的付出，我们传承。,[蜡烛],1
的确过分，搁我去的话高低得带箱牛奶,[doge],0
“#我们记得他们就活着#”,[泪],1
我说天你说地？你是阴间人啊,[吃瓜],0
等下罗圣人把你告了，敢怀疑霉？,[doge],0
求求了，稳住，就盼着五一跟男朋友见面了,[跪了],0
祝祖国早日建成世界一流的军队,[心],1
这才是人民日报应该有的水平。比之前发的那些宣传靠墙静蹲的缺乏严谨性的内容强多了,[good],1
真刀子递出去了咱也没办法反正烂样都差不多,[汗],0
既然有极端女权，为什么没有极端男权？,[摊手],0
第一次深入了解打拳，给我老婆看了拳师的言论，我老婆第一反应这不是nt吗 。,[喵喵],0
这个图看一眼就觉得已经是沧桑,[泪],0
谢谢国际友人关心,[爱你],1
我河北省这么没存在感吗辽宁之后越过我河北直接山东了就没人觉得我们委屈吗,"[允悲],[doge]",0
不想为了那些人每天担心自己宠物被杀,[嘻嘻],0
上海也有啊，我邻居送人去了医院后就在自己车里住了一周。可惜没有报道，大家还是忙着抢菜,[笑cry],1
哈哈哈哈不要像上海政府那样指着鼻子骂,[微笑],0
泡沫经济破灭大量人失业你还觉得无所谓 50w吗,[泪],0
团团大概率不敢管也管不了,[允悲],0
中乌友谊长存，多来点建设项目,[doge],1
狠还是你狠，乌克兰要彻底去苏去俄化，那它整个就没了。现在的乌克兰1990年才通过了国家主权宣言，通过历史追溯领土还得往罗马尼亚那挪挪，它上那儿立国怕不是讨打,[允悲],0
有温桑，但我不说是谁,[跪了],0
其实俄罗斯国内更愤怒，愤怒值到了顶点,[doge],0
俄罗斯怎么回事啊？对敌人仁慈就是对自己残忍,[怒],0
你把我搞懵了 我还特意划手机看了一眼,[允悲],0
养过的多嘞，活下来的没有,[允悲],0
